Feature,rank_mi,rank_SHAP,rank_embed,value_min,value_med,value_mean,value_harmo
tqwt_entropy_log_dec_35,1,40,43,1,40.0,28.0,2.8618968386023296
std_delta_delta_log_energy,2,1,9,1,2.0,4.0,1.8620689655172413
mean_MFCC_2nd_coef,3,69,253,3,69.0,108.33333333333333,8.52808988764045
std_8th_delta_delta,4,29,246,4,29.0,93.0,10.396890940004857
tqwt_TKEO_mean_dec_16,5,524,521,5,521.0,350.0,14.718307581165154
tqwt_entropy_shannon_dec_35,6,482,477,6,477.0,321.6666666666667,17.56051733795
tqwt_TKEO_std_dec_12,7,106,34,7,34.0,49.0,16.51047120418848
tqwt_maxValue_dec_12,8,510,455,8,455.0,324.3333333333333,23.22725945697961
tqwt_entropy_log_dec_11,9,307,402,9,307.0,239.33333333333334,25.672622211949612
tqwt_TKEO_mean_dec_12,10,10,4,4,10.0,8.0,6.666666666666666
tqwt_stdValue_dec_12,11,64,1,1,11.0,25.333333333333332,2.7111681643132224
tqwt_entropy_log_dec_12,12,39,109,12,39.0,53.333333333333336,25.39173718267795
tqwt_entropy_shannon_dec_14,13,401,40,13,40.0,151.33333333333334,28.730997106508056
tqwt_stdValue_dec_15,14,423,233,14,233.0,223.33333333333334,38.41992519235588
tqwt_energy_dec_27,15,60,19,15,19.0,31.333333333333332,22.06451612903226
app_entropy_shannon_5_coef,16,690,691,16,690.0,465.6666666666667,45.8740473775572
std_9th_delta_delta,17,15,150,15,17.0,60.666666666666664,22.70029673590505
app_LT_entropy_shannon_6_coef,18,666,540,18,540.0,408.0,50.92608326253186
tqwt_TKEO_mean_dec_11,19,300,62,19,62.0,127.0,41.61237145772824
tqwt_skewnessValue_dec_36,20,119,407,20,119.0,182.0,49.29316574220142
tqwt_TKEO_std_dec_13,21,450,500,21,450.0,323.6666666666667,57.8689528475199
tqwt_TKEO_mean_dec_13,22,133,6,6,22.0,53.666666666666664,13.65871369294606
app_entropy_log_5_coef,23,744,650,23,650.0,472.3333333333333,64.70982930679399
app_LT_entropy_shannon_7_coef,24,652,532,24,532.0,402.6666666666667,66.54819867832019
minIntensity,25,208,329,25,208.0,187.33333333333334,62.69958586315159
tqwt_minValue_dec_11,26,76,2,2,26.0,34.666666666666664,5.438532110091743
tqwt_minValue_dec_10,27,573,718,27,573.0,439.3333333333333,74.67331285250442
tqwt_entropy_shannon_dec_11,28,243,227,28,227.0,166.0,67.819908959178
tqwt_kurtosisValue_dec_26,29,128,208,29,128.0,121.66666666666667,63.690277166739996
std_6th_delta_delta,30,2,137,2,30.0,56.333333333333336,5.549054905490549
app_LT_TKEO_std_8_coef,31,669,623,31,623.0,441.0,84.84650172161308
std_Log_energy,32,241,337,32,241.0,203.33333333333334,78.19273314412364
std_3rd_delta,33,187,330,33,187.0,183.33333333333334,77.55760368663594
tqwt_TKEO_std_dec_11,34,61,8,8,34.0,34.333333333333336,17.563867325335217
std_delta_log_energy,35,56,200,35,56.0,97.0,58.333333333333336
tqwt_maxValue_dec_11,36,114,84,36,84.0,78.0,61.91379310344828
app_LT_entropy_log_6_coef,37,647,579,37,579.0,421.0,99.01075778320138
std_6th_delta,38,7,24,7,24.0,23.0,14.22882615156018
app_entropy_shannon_4_coef,39,689,692,39,689.0,473.3333333333333,105.12486832112498
tqwt_energy_dec_26,40,239,280,40,239.0,186.33333333333334,91.58759124087591
tqwt_entropy_log_dec_17,41,627,620,41,620.0,429.3333333333333,108.70335806050464
tqwt_entropy_log_dec_16,42,81,11,11,42.0,44.666666666666664,23.610094637223973
std_7th_delta_delta,43,3,37,3,37.0,27.666666666666668,7.820316766794102
tqwt_entropy_shannon_dec_16,44,160,81,44,81.0,95.0,72.59887964691903
tqwt_medianValue_dec_8,45,234,221,45,221.0,166.66666666666666,96.70988654781198
std_9th_delta,46,19,82,19,46.0,49.0,34.65570599613153
app_entropy_shannon_7_coef,47,269,10,10,47.0,108.66666666666667,24.001139024235904
tqwt_maxValue_dec_17,48,131,353,48,131.0,177.33333333333334,95.84731198272762
app_entropy_shannon_6_coef,49,712,659,49,659.0,473.3333333333333,128.58920145342825
tqwt_minValue_dec_12,50,124,190,50,124.0,121.33333333333333,90.01528273051451
std_8th_delta,51,17,307,17,51.0,125.0,36.724784988272084
tqwt_medianValue_dec_10,52,24,181,24,52.0,85.66666666666667,45.165555851772865
tqwt_entropy_shannon_dec_36,53,597,585,53,585.0,411.6666666666667,134.81711180870667
app_entropy_shannon_3_coef,54,688,693,54,688.0,478.3333333333333,140.08866834252882
tqwt_medianValue_dec_12,55,294,403,55,294.0,250.66666666666666,124.66460906661906
maxIntensity,56,70,174,56,70.0,100.0,79.1765980498375
meanIntensity,57,329,141,57,141.0,175.66666666666666,108.39884393063583
tqwt_medianValue_dec_23,58,143,388,58,143.0,196.33333333333334,111.89142578985188
app_LT_entropy_shannon_8_coef,59,634,610,59,610.0,434.3333333333333,148.76684284646277
tqwt_medianValue_dec_26,60,168,183,60,168.0,137.0,106.82418346073663
app_LT_entropy_shannon_9_coef,61,641,612,61,612.0,438.0,153.15896527814814
app_entropy_log_6_coef,62,746,649,62,649.0,485.6666666666667,157.80879848031344
tqwt_medianValue_dec_34,63,225,215,63,215.0,167.66666666666666,120.15079834417504
app_LT_entropy_log_5_coef,64,648,588,64,588.0,433.3333333333333,158.9918631337367
app_LT_entropy_shannon_10_coef,65,642,621,65,621.0,442.6666666666667,161.7028060826537
app_TKEO_std_2_coef,66,375,478,66,375.0,306.3333333333333,150.6762952773957
tqwt_entropy_shannon_dec_13,67,440,357,67,357.0,288.0,150.00584381339706
app_LT_TKEO_std_5_coef,68,331,263,68,263.0,220.66666666666666,139.3449095688336
std_4th_delta_delta,69,12,224,12,69.0,101.66666666666667,29.328273244781787
app_entropy_log_2_coef,70,739,655,70,655.0,488.0,174.76802063185045
app_entropy_shannon_9_coef,71,713,657,71,657.0,480.3333333333333,176.37615849789026
app_LT_entropy_shannon_3_coef,72,661,549,72,549.0,427.3333333333333,174.18323633527328
tqwt_kurtosisValue_dec_36,73,148,115,73,115.0,112.0,102.91228360805103
tqwt_stdValue_dec_13,74,161,23,23,74.0,86.0,47.46613545816733
tqwt_stdValue_dec_16,75,202,58,58,75.0,111.66666666666667,84.4470784213224
app_entropy_log_3_coef,76,285,372,76,285.0,244.33333333333334,155.0
app_LT_entropy_log_7_coef,77,646,590,77,590.0,437.6666666666667,184.84384185155946
app_entropy_shannon_8_coef,78,674,658,78,658.0,470.0,189.58604865287512
tqwt_skewnessValue_dec_25,79,66,235,66,79.0,126.66666666666667,93.55977500063632
tqwt_TKEO_std_dec_6,80,137,50,50,80.0,89.0,75.37826685006877
app_LT_TKEO_mean_1_coef,81,25,17,17,25.0,41.0,26.985889730859682
tqwt_entropy_log_dec_13,82,612,625,82,612.0,439.6666666666667,194.43767125269147
numPeriodsPulses,83,506,201,83,201.0,263.3333333333333,157.8980465997868
tqwt_minValue_dec_13,84,142,41,41,84.0,89.0,69.22449749929226
app_LT_entropy_log_9_coef,85,644,593,85,593.0,440.6666666666667,199.94879239154315
tqwt_medianValue_dec_25,86,682,660,86,660.0,476.0,205.3481677429394
tqwt_skewnessValue_dec_30,87,426,458,87,426.0,323.6666666666667,187.20659078877716
app_LT_entropy_log_8_coef,88,645,592,88,592.0,441.6666666666667,205.43424034432724
tqwt_TKEO_std_dec_14,89,416,197,89,197.0,234.0,160.2911456387491
app_LT_entropy_log_10_coef,90,643,594,90,594.0,442.3333333333333,209.06181579331485
tqwt_entropy_shannon_dec_8,91,528,525,91,525.0,381.3333333333333,202.8711366323256
app_entropy_log_7_coef,92,747,647,92,647.0,495.3333333333333,218.1207704269594
tqwt_energy_dec_25,93,112,83,83,93.0,96.0,94.5493784404506
app_LT_entropy_shannon_5_coef,94,664,547,94,547.0,435.0,214.70783704579472
tqwt_TKEO_mean_dec_8,95,249,216,95,216.0,186.66666666666666,156.478118396472
app_entropy_shannon_10_coef,96,738,656,96,656.0,496.6666666666667,225.63057324840764
app_LT_entropy_log_2_coef,97,683,602,97,602.0,460.6666666666667,223.30505719367463
tqwt_skewnessValue_dec_13,98,383,441,98,383.0,307.3333333333333,198.90441609421
tqwt_skewnessValue_dec_26,99,102,189,99,102.0,130.0,119.06681639528354
app_LT_entropy_shannon_4_coef,100,662,542,100,542.0,434.6666666666667,224.62500313019092
tqwt_entropy_shannon_dec_15,101,602,597,101,597.0,433.3333333333333,226.6346897873642
tqwt_entropy_log_dec_6,102,592,580,102,580.0,424.6666666666667,226.97613328033458
app_entropy_log_9_coef,103,750,644,103,644.0,499.0,238.1922876814208
tqwt_minValue_dec_17,104,28,289,28,104.0,140.33333333333334,61.4881636629323
app_entropy_log_10_coef,105,751,643,105,643.0,499.6666666666667,241.72928489359774
tqwt_energy_dec_12,106,26,69,26,69.0,67.0,48.085974376264325
tqwt_TKEO_std_dec_7,107,311,99,99,107.0,172.33333333333334,132.3788022877349
app_det_TKEO_mean_1_coef,108,734,642,108,642.0,494.6666666666667,246.31978781484136
std_11th_delta_delta,109,18,169,18,109.0,98.66666666666667,42.4646318036286
app_entropy_log_8_coef,110,749,631,110,631.0,496.6666666666667,249.7750228612518
apq11Shimmer,111,275,317,111,275.0,234.33333333333334,189.87405731030105
tqwt_minValue_dec_15,112,575,719,112,575.0,468.6666666666667,248.7866994535715
tqwt_meanValue_dec_11,113,116,326,113,116.0,185.0,146.0726054556642
app_LT_TKEO_std_6_coef,114,663,603,114,603.0,460.0,251.2857402782143
tqwt_stdValue_dec_14,115,696,750,115,696.0,520.3333333333334,261.6484330732685
app_LT_TKEO_std_2_coef,116,651,595,116,595.0,454.0,253.43274153429056
tqwt_entropy_log_dec_15,117,442,505,117,442.0,354.6666666666667,234.5646674191414
tqwt_stdValue_dec_6,118,702,742,118,702.0,520.6666666666666,266.7428581348115
tqwt_entropy_log_dec_26,119,305,467,119,305.0,297.0,217.0236616688647
app_TKEO_std_8_coef,120,615,689,120,615.0,474.6666666666667,262.9104728419637
tqwt_stdValue_dec_11,121,45,13,13,45.0,59.666666666666664,27.93042220176246
app_TKEO_std_7_coef,122,614,690,122,614.0,475.3333333333333,266.083384241559
app_TKEO_std_9_coef,123,617,688,123,617.0,476.0,267.7539806943801
app_entropy_shannon_2_coef,124,687,726,124,687.0,512.3333333333334,275.29172341959776
tqwt_entropy_log_dec_27,125,6,26,6,26.0,52.333333333333336,14.076034648700674
tqwt_skewnessValue_dec_23,126,21,134,21,126.0,93.66666666666667,47.60526315789475
app_LT_TKEO_mean_9_coef,127,636,608,127,608.0,457.0,270.48764403057965
app_LT_entropy_shannon_2_coef,128,660,572,128,572.0,453.3333333333333,270.8582703058205
tqwt_minValue_dec_9,129,572,717,129,572.0,472.6666666666667,275.358451089078
tqwt_TKEO_mean_dec_17,130,95,12,12,95.0,79.0,29.541528239202663
meanPeriodPulses,131,218,265,131,218.0,204.66666666666666,187.56648463769076
tqwt_minValue_dec_8,132,339,105,105,132.0,192.0,149.63026655202063
locPctJitter,133,435,389,133,389.0,319.0,242.16316304827356
tqwt_entropy_log_dec_10,134,591,627,134,591.0,450.6666666666667,279.0793657930678
tqwt_medianValue_dec_16,135,20,103,20,103.0,86.0,44.698633806589875
app_LT_TKEO_mean_8_coef,136,637,577,136,577.0,450.0,281.5341169579445
tqwt_energy_dec_16,137,228,376,137,228.0,247.0,209.13487974548303
tqwt_energy_dec_13,138,189,303,138,189.0,210.0,189.4212986265909
tqwt_maxValue_dec_7,139,557,551,139,551.0,415.6666666666667,277.6631447174015
tqwt_skewnessValue_dec_18,140,514,518,140,514.0,390.6666666666667,272.2598677483128
tqwt_TKEO_std_dec_8,141,735,661,141,661.0,512.3333333333334,301.03549879810333
tqwt_TKEO_std_dec_16,142,748,677,142,677.0,522.3333333333334,304.37518659717307
tqwt_stdValue_dec_8,143,700,744,143,700.0,529.0,307.19875923288026
tqwt_stdValue_dec_36,144,530,709,144,530.0,461.0,292.92086050531776
tqwt_skewnessValue_dec_5,145,561,614,145,561.0,440.0,291.04322017601964
tqwt_skewnessValue_dec_22,146,411,508,146,411.0,355.0,266.64512103381713
tqwt_maxValue_dec_13,147,549,531,147,531.0,409.0,285.5116028062601
app_LT_entropy_log_3_coef,148,650,584,148,584.0,460.6666666666667,299.7737588753397
tqwt_entropy_shannon_dec_27,149,477,327,149,327.0,317.6666666666667,252.82426978515096
tqwt_entropy_log_dec_8,150,609,591,150,591.0,450.0,299.97749662449365
std_10th_delta,151,47,33,33,47.0,77.0,51.54449416770597
GNE_mean,152,483,191,152,191.0,275.3333333333333,216.06138643355712
locAbsJitter,153,120,129,120,129.0,134.0,132.61884763984546
tqwt_TKEO_mean_dec_9,154,368,417,154,368.0,313.0,258.42065129435093
numPulses,155,92,219,92,155.0,155.33333333333334,137.06523488361887
app_TKEO_std_5_coef,156,673,663,156,663.0,497.3333333333333,318.99839142091156
app_det_TKEO_mean_10_coef,157,730,634,157,634.0,507.0,322.00668273832736
std_10th_delta_delta,158,135,311,135,158.0,201.33333333333334,176.97073444016613
tqwt_entropy_shannon_dec_12,159,511,513,159,511.0,394.3333333333333,294.24535308112075
tqwt_minValue_dec_6,160,570,714,160,570.0,481.3333333333333,318.9810914078573
tqwt_TKEO_std_dec_15,161,186,5,5,161.0,117.33333333333333,14.178529718127583
tqwt_entropy_log_dec_19,162,625,618,162,618.0,468.3333333333333,319.4560733540271
tqwt_entropy_shannon_dec_7,163,261,363,163,261.0,262.3333333333333,235.8266625944873
tqwt_maxValue_dec_28,164,520,481,164,481.0,388.3333333333333,297.040291201205
tqwt_stdValue_dec_33,165,531,706,165,531.0,467.3333333333333,320.5033757001404
tqwt_meanValue_dec_15,166,404,149,149,166.0,239.66666666666666,197.22889061410316
app_LT_entropy_log_4_coef,167,649,587,167,587.0,467.6666666666667,324.94141391785485
tqwt_medianValue_dec_20,168,277,176,168,176.0,207.0,196.79477157685656
tqwt_entropy_shannon_dec_6,169,332,429,169,332.0,310.0,266.4248645018946
tqwt_skewnessValue_dec_12,170,55,272,55,170.0,165.66666666666666,108.144578313253
app_TKEO_std_10_coef,171,618,687,171,618.0,492.0,336.25952840806457
tqwt_maxValue_dec_9,172,548,534,172,534.0,418.0,315.40997961298086
tqwt_entropy_log_dec_14,173,629,624,173,624.0,475.3333333333333,334.34617777157723
tqwt_maxValue_dec_16,174,551,539,174,539.0,421.3333333333333,318.5627793337703
tqwt_stdValue_dec_10,175,698,746,175,698.0,539.6666666666666,353.463760395548
app_det_TKEO_mean_5_coef,176,84,18,18,84.0,92.66666666666667,41.01602959309494
app_LT_TKEO_mean_4_coef,177,336,74,74,177.0,195.66666666666666,135.50489562165157
tqwt_entropy_shannon_dec_19,178,118,108,108,118.0,134.66666666666666,128.46968209620178
tqwt_maxValue_dec_10,179,463,245,179,245.0,295.6666666666667,253.63432528199127
app_TKEO_std_6_coef,180,195,276,180,195.0,217.0,209.68831168831167
tqwt_stdValue_dec_17,181,590,725,181,590.0,498.6666666666667,348.87422739254845
tqwt_energy_dec_11,182,74,242,74,182.0,166.0,129.6442322991249
tqwt_skewnessValue_dec_17,183,193,432,183,193.0,269.3333333333333,231.47000015170593
app_entropy_log_4_coef,184,743,651,184,651.0,526.0,360.71670343655467
IMF_SNR_SEO,185,108,283,108,185.0,192.0,164.85116473435116
std_11th_delta,186,101,385,101,186.0,224.0,167.83463927413928
tqwt_minValue_dec_14,187,436,483,187,436.0,368.6666666666667,308.9100488702833
DFA,188,34,268,34,188.0,163.33333333333334,77.99854298203012
app_LT_TKEO_std_10_coef,189,667,566,189,566.0,474.0,350.5885164251121
tqwt_kurtosisValue_dec_18,190,72,179,72,179.0,147.0,121.26778698537423
tqwt_maxValue_dec_8,191,566,541,191,541.0,432.6666666666667,338.9518220086044
tqwt_minValue_dec_16,192,576,720,192,576.0,496.0,360.0
tqwt_kurtosisValue_dec_6,193,492,451,193,451.0,378.6666666666667,318.0944066592224
tqwt_entropy_log_dec_20,194,284,437,194,284.0,305.0,273.620383207946
tqwt_maxValue_dec_14,195,550,535,195,535.0,426.6666666666667,340.30791281569714
tqwt_stdValue_dec_19,196,588,723,196,588.0,502.3333333333333,366.4862068965518
Ed2_3_coef,197,341,459,197,341.0,332.3333333333333,294.48307488563256
tqwt_entropy_log_dec_5,198,593,581,198,581.0,457.3333333333333,354.693106406579
std_7th_delta,199,30,73,30,73.0,100.66666666666667,57.62903865649932
tqwt_TKEO_mean_dec_36,200,462,217,200,217.0,293.0,254.8247434908961
app_det_TKEO_mean_8_coef,201,727,636,201,636.0,521.3333333333334,378.64601845627334
app_LT_TKEO_mean_10_coef,202,635,600,202,600.0,479.0,366.21250812885626
tqwt_stdValue_dec_7,203,701,743,203,701.0,549.0,389.6844337971068
std_3rd_delta_delta,204,170,161,161,170.0,178.33333333333334,176.51737728412755
tqwt_stdValue_dec_35,205,536,708,205,536.0,483.0,367.8206106148386
tqwt_energy_dec_5,206,654,553,206,553.0,471.0,366.22259726300337
tqwt_kurtosisValue_dec_28,207,65,136,65,136.0,136.0,108.81994965012784
tqwt_stdValue_dec_30,208,535,703,208,535.0,482.0,370.40117801356985
app_LT_entropy_shannon_1_coef,209,445,522,209,445.0,392.0,335.2858586579434
tqwt_TKEO_mean_dec_7,210,672,571,210,571.0,484.3333333333333,374.93844049247605
tqwt_meanValue_dec_8,211,407,410,211,407.0,342.6666666666667,311.35307451283245
tqwt_stdValue_dec_18,212,395,526,212,395.0,377.6666666666667,327.8771878458248
locShimmer,213,224,338,213,224.0,258.3333333333333,247.57170782630055
app_LT_TKEO_std_7_coef,214,670,617,214,617.0,500.3333333333333,385.2980511260032
tqwt_skewnessValue_dec_11,215,281,281,215,281.0,259.0,254.91561181434605
tqwt_entropy_shannon_dec_17,216,192,35,35,192.0,147.66666666666666,78.10589754627637
tqwt_minValue_dec_7,217,571,715,217,571.0,501.0,386.6871445469187
tqwt_meanValue_dec_27,218,295,27,27,218.0,180.0,66.64589757039955
tqwt_kurtosisValue_dec_35,219,83,76,76,83.0,126.0,100.76481314887306
app_LT_TKEO_mean_6_coef,220,639,599,220,599.0,486.0,385.6116045738116
std_4th_delta,221,91,159,91,159.0,157.0,137.59444340854
GQ_std_cycle_open,222,301,387,222,301.0,303.3333333333333,288.1638715860086
ppq5Jitter,223,164,116,116,164.0,167.66666666666666,156.22920553864282
tqwt_TKEO_mean_dec_10,224,714,569,224,569.0,502.3333333333333,393.5812057238582
tqwt_kurtosisValue_dec_27,225,196,320,196,225.0,247.0,236.7520411587071
tqwt_medianValue_dec_27,226,299,157,157,226.0,227.33333333333334,212.18377455849705
mean_MFCC_3rd_coef,227,117,78,78,117.0,140.66666666666666,116.4017531044558
tqwt_skewnessValue_dec_24,228,206,220,206,220.0,218.0,217.61541053577446
tqwt_TKEO_mean_dec_15,229,427,492,229,427.0,382.6666666666667,343.20022828064253
tqwt_TKEO_std_dec_18,230,342,298,230,298.0,290.0,282.2863244432313
app_LT_TKEO_std_4_coef,231,653,589,231,589.0,491.0,396.9203864670992
tqwt_TKEO_mean_dec_18,232,522,509,232,509.0,421.0,366.2695002871913
app_det_TKEO_mean_4_coef,233,722,639,233,639.0,531.3333333333334,414.2598015854155
mean_MFCC_1st_coef,234,13,63,13,63.0,103.33333333333333,30.90566037735849
mean_MFCC_0th_coef,235,494,442,235,442.0,390.3333333333333,351.2035828686677
std_12th_delta,236,103,162,103,162.0,167.0,149.11377578067808
app_det_TKEO_mean_6_coef,237,724,638,237,638.0,533.0,418.5254502960344
tqwt_medianValue_dec_17,238,489,502,238,489.0,409.6666666666667,364.1350158724882
tqwt_TKEO_std_dec_10,239,752,685,239,685.0,558.6666666666666,430.1851349289452
tqwt_medianValue_dec_31,240,357,210,210,240.0,269.0,255.76119402985074
app_det_TKEO_mean_9_coef,241,728,635,241,635.0,534.6666666666666,422.66575446752057
tqwt_maxValue_dec_1,242,244,390,242,244.0,292.0,277.9142999662091
app_LT_entropy_log_1_coef,243,589,626,243,589.0,486.0,404.8329881814991
tqwt_skewnessValue_dec_16,244,498,409,244,409.0,383.6666666666667,350.8205463657969
tqwt_medianValue_dec_36,245,46,107,46,107.0,132.66666666666666,85.30832173933548
tqwt_skewnessValue_dec_21,246,232,411,232,246.0,296.3333333333333,277.5599574014909
tqwt_medianValue_dec_13,247,35,231,35,231.0,171.0,81.19296081965658
tqwt_kurtosisValue_dec_22,248,162,22,22,162.0,144.0,53.899016180177256
app_entropy_shannon_1_coef,249,87,25,25,87.0,120.33333333333333,54.04400758407344
app_TKEO_std_1_coef,250,274,310,250,274.0,278.0,275.8508703559366
tqwt_energy_dec_6,251,33,44,33,44.0,109.33333333333333,52.618316569613555
